timestamp,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
2011-01-04 12:00:00,1.0,False,2.0,True,1.0,0.22,0.2273,0.51,0.1642
2011-01-04 13:00:00,1.0,False,2.0,True,1.0,0.24,0.2273,0.56,0.19399999999999998
2011-01-04 14:00:00,1.0,False,2.0,True,1.0,0.26,0.2576,0.52,0.2239
2011-01-04 15:00:00,1.0,False,2.0,True,1.0,0.28,0.2727,0.52,0.2537
2011-01-04 16:00:00,1.0,False,2.0,True,1.0,0.3,0.2879,0.49,0.2537
2011-01-04 17:00:00,1.0,False,2.0,True,1.0,0.28,0.2727,0.48,0.2239
2011-01-04 18:00:00,1.0,False,2.0,True,1.0,0.26,0.2576,0.48,0.19399999999999998
2011-01-04 19:00:00,1.0,False,2.0,True,1.0,0.24,0.2576,0.48,0.1045
2011-01-04 20:00:00,1.0,False,2.0,True,1.0,0.24,0.2576,0.48,0.1045
2011-01-04 21:00:00,1.0,False,2.0,True,1.0,0.22,0.2727,0.64,0.0
2011-01-04 22:00:00,1.0,False,2.0,True,1.0,0.22,0.2576,0.64,0.0896
2011-01-04 23:00:00,1.0,False,2.0,True,1.0,0.2,0.2273,0.69,0.0896
2011-01-05 00:00:00,1.0,False,3.0,True,1.0,0.2,0.2576,0.64,0.0
2011-01-05 01:00:00,1.0,False,3.0,True,1.0,0.16,0.19699999999999998,0.74,0.0896
2011-01-05 02:00:00,1.0,False,3.0,True,1.0,0.16,0.19699999999999998,0.74,0.0896
2011-01-05 03:00:00,1.0,False,3.0,True,1.0,0.2,0.21215,0.61,0.15675
2011-01-05 04:00:00,1.0,False,3.0,True,1.0,0.24,0.2273,0.48,0.2239
2011-01-05 05:00:00,1.0,False,3.0,True,1.0,0.22,0.2273,0.47,0.1642
2011-01-05 06:00:00,1.0,False,3.0,True,1.0,0.2,0.19699999999999998,0.47,0.2239
2011-01-05 07:00:00,1.0,False,3.0,True,1.0,0.18,0.1818,0.43,0.19399999999999998
2011-01-05 08:00:00,1.0,False,3.0,True,1.0,0.2,0.1818,0.4,0.2985
2011-01-05 09:00:00,1.0,False,3.0,True,1.0,0.22,0.19699999999999998,0.37,0.3284
2011-01-05 10:00:00,1.0,False,3.0,True,1.0,0.22,0.19699999999999998,0.37,0.3284
2011-01-05 11:00:00,1.0,False,3.0,True,1.0,0.26,0.2273,0.33,0.3284
2011-01-05 12:00:00,1.0,False,3.0,True,1.0,0.26,0.2273,0.33,0.3284
2011-01-05 13:00:00,1.0,False,3.0,True,1.0,0.28,0.2576,0.3,0.2985
2011-01-05 14:00:00,1.0,False,3.0,True,1.0,0.3,0.2879,0.28,0.19399999999999998
2011-01-05 15:00:00,1.0,False,3.0,True,1.0,0.3,0.2879,0.28,0.19399999999999998
2011-01-05 16:00:00,1.0,False,3.0,True,1.0,0.3,0.3182,0.28,0.0896
2011-01-05 17:00:00,1.0,False,3.0,True,1.0,0.24,0.2273,0.38,0.19399999999999998
2011-01-05 18:00:00,1.0,False,3.0,True,1.0,0.24,0.2424,0.38,0.1343
2011-01-05 19:00:00,1.0,False,3.0,True,1.0,0.24,0.2576,0.38,0.1045
2011-01-05 20:00:00,1.0,False,3.0,True,1.0,0.22,0.2273,0.47,0.1642
2011-01-05 21:00:00,1.0,False,3.0,True,1.0,0.2,0.19699999999999998,0.51,0.19399999999999998
2011-01-05 22:00:00,1.0,False,3.0,True,1.0,0.18,0.19699999999999998,0.55,0.1343
2011-01-05 23:00:00,1.0,False,3.0,True,1.0,0.2,0.2576,0.47,0.0
2011-01-06 00:00:00,1.0,False,4.0,True,1.0,0.18,0.2424,0.55,0.0
2011-01-06 01:00:00,1.0,False,4.0,True,1.0,0.16,0.2273,0.64,0.0
2011-01-06 02:00:00,1.0,False,4.0,True,1.0,0.16,0.2273,0.64,0.0
2011-01-06 03:00:00,1.0,False,4.0,True,2.0,0.16,0.21215,0.64,0.0448
2011-01-06 04:00:00,1.0,False,4.0,True,2.0,0.16,0.19699999999999998,0.64,0.0896
2011-01-06 05:00:00,1.0,False,4.0,True,2.0,0.14,0.1818,0.69,0.0896
2011-01-06 06:00:00,1.0,False,4.0,True,2.0,0.14,0.1667,0.63,0.1045
2011-01-06 07:00:00,1.0,False,4.0,True,2.0,0.16,0.2273,0.59,0.0
2011-01-06 08:00:00,1.0,False,4.0,True,1.0,0.16,0.2273,0.59,0.0
2011-01-06 09:00:00,1.0,False,4.0,True,2.0,0.18,0.2424,0.51,0.0
2011-01-06 10:00:00,1.0,False,4.0,True,1.0,0.2,0.2576,0.47,0.0
2011-01-06 11:00:00,1.0,False,4.0,True,1.0,0.22,0.2576,0.44,0.0896
2011-01-06 12:00:00,1.0,False,4.0,True,1.0,0.26,0.2879,0.35,0.0
2011-01-06 13:00:00,1.0,False,4.0,True,1.0,0.26,0.2727,0.35,0.1045
2011-01-06 14:00:00,1.0,False,4.0,True,1.0,0.28,0.2727,0.36,0.1642
2011-01-06 15:00:00,1.0,False,4.0,True,1.0,0.28,0.2727,0.36,0.0
2011-01-06 16:00:00,1.0,False,4.0,True,1.0,0.26,0.2576,0.38,0.1642
2011-01-06 17:00:00,1.0,False,4.0,True,1.0,0.22,0.2273,0.51,0.1642
2011-01-06 18:00:00,1.0,False,4.0,True,1.0,0.22,0.2273,0.51,0.1343
2011-01-06 19:00:00,1.0,False,4.0,True,1.0,0.22,0.2576,0.55,0.0896
2011-01-06 20:00:00,1.0,False,4.0,True,1.0,0.2,0.2121,0.51,0.1642
2011-01-06 21:00:00,1.0,False,4.0,True,2.0,0.22,0.2121,0.55,0.2239
2011-01-06 22:00:00,1.0,False,4.0,True,2.0,0.22,0.2121,0.51,0.2836
2011-01-06 23:00:00,1.0,False,4.0,True,2.0,0.2,0.19699999999999998,0.59,0.19399999999999998
2011-01-07 00:00:00,1.0,False,5.0,True,2.0,0.2,0.19699999999999998,0.64,0.19399999999999998
2011-01-07 01:00:00,1.0,False,5.0,True,2.0,0.2,0.19699999999999998,0.69,0.2239
2011-01-07 02:00:00,1.0,False,5.0,True,2.0,0.2,0.19699999999999998,0.69,0.2239
2011-01-07 03:00:00,1.0,False,5.0,True,2.0,0.2,0.20455,0.69,0.17909999999999998
2011-01-07 04:00:00,1.0,False,5.0,True,2.0,0.2,0.2121,0.69,0.1343
2011-01-07 05:00:00,1.0,False,5.0,True,3.0,0.22,0.2727,0.55,0.0
2011-01-07 06:00:00,1.0,False,5.0,True,2.0,0.2,0.2576,0.69,0.0
2011-01-07 07:00:00,1.0,False,5.0,True,1.0,0.2,0.2121,0.69,0.1343
2011-01-07 08:00:00,1.0,False,5.0,True,1.0,0.2,0.19699999999999998,0.51,0.2537
2011-01-07 09:00:00,1.0,False,5.0,True,1.0,0.2,0.1818,0.47,0.2985
2011-01-07 10:00:00,1.0,False,5.0,True,1.0,0.22,0.19699999999999998,0.37,0.3284
2011-01-07 11:00:00,1.0,False,5.0,True,2.0,0.2,0.19699999999999998,0.4,0.2239
2011-01-07 12:00:00,1.0,False,5.0,True,2.0,0.2,0.19699999999999998,0.37,0.2537
2011-01-07 13:00:00,1.0,False,5.0,True,2.0,0.2,0.1818,0.37,0.2836
2011-01-07 14:00:00,1.0,False,5.0,True,2.0,0.2,0.19699999999999998,0.4,0.2537
2011-01-07 15:00:00,1.0,False,5.0,True,2.0,0.2,0.2121,0.37,0.1642
2011-01-07 16:00:00,1.0,False,5.0,True,2.0,0.2,0.2121,0.37,0.1642
2011-01-07 17:00:00,1.0,False,5.0,True,2.0,0.2,0.2576,0.37,0.0
2011-01-07 18:00:00,1.0,False,5.0,True,1.0,0.2,0.2273,0.4,0.0896
2011-01-07 19:00:00,1.0,False,5.0,True,1.0,0.16,0.19699999999999998,0.55,0.0896
2011-01-07 20:00:00,1.0,False,5.0,True,1.0,0.18,0.2121,0.47,0.1045
2011-01-07 21:00:00,1.0,False,5.0,True,1.0,0.18,0.19699999999999998,0.47,0.1343
2011-01-07 22:00:00,1.0,False,5.0,True,2.0,0.18,0.19699999999999998,0.43,0.1642
2011-01-07 23:00:00,1.0,False,5.0,True,2.0,0.18,0.19699999999999998,0.51,0.1642
2011-01-08 00:00:00,1.0,False,6.0,False,2.0,0.18,0.19699999999999998,0.51,0.1642
2011-01-08 01:00:00,1.0,False,6.0,False,2.0,0.18,0.2121,0.55,0.0896
2011-01-08 02:00:00,1.0,False,6.0,False,2.0,0.18,0.2424,0.55,0.0
2011-01-08 03:00:00,1.0,False,6.0,False,3.0,0.18,0.19699999999999998,0.55,0.1642
2011-01-08 04:00:00,1.0,False,6.0,False,3.0,0.18,0.19699999999999998,0.55,0.1642
2011-01-08 05:00:00,1.0,False,6.0,False,2.0,0.16,0.1667,0.74,0.1642
2011-01-08 06:00:00,1.0,False,6.0,False,2.0,0.16,0.1667,0.74,0.1642
2011-01-08 07:00:00,1.0,False,6.0,False,2.0,0.16,0.1818,0.74,0.1045
2011-01-08 08:00:00,1.0,False,6.0,False,3.0,0.16,0.1818,0.93,0.1045
2011-01-08 09:00:00,1.0,False,6.0,False,3.0,0.16,0.1818,0.93,0.1045
2011-01-08 10:00:00,1.0,False,6.0,False,2.0,0.18,0.19699999999999998,0.8,0.1642
2011-01-08 11:00:00,1.0,False,6.0,False,2.0,0.2,0.1818,0.69,0.3881
2011-01-08 12:00:00,1.0,False,6.0,False,2.0,0.2,0.1818,0.59,0.3582
2011-01-08 13:00:00,1.0,False,6.0,False,1.0,0.2,0.1818,0.44,0.3284
2011-01-08 14:00:00,1.0,False,6.0,False,1.0,0.2,0.1667,0.32,0.4925
2011-01-08 15:00:00,1.0,False,6.0,False,1.0,0.2,0.1667,0.32,0.4478
2011-01-08 16:00:00,1.0,False,6.0,False,1.0,0.18,0.1364,0.29,0.4478
2011-01-08 17:00:00,1.0,False,6.0,False,1.0,0.16,0.1212,0.37,0.5522
2011-01-08 18:00:00,1.0,False,6.0,False,1.0,0.14,0.1212,0.39,0.2985
2011-01-08 19:00:00,1.0,False,6.0,False,1.0,0.14,0.1212,0.36,0.2537
2011-01-08 20:00:00,1.0,False,6.0,False,1.0,0.12,0.1212,0.36,0.2537
2011-01-08 21:00:00,1.0,False,6.0,False,1.0,0.12,0.1061,0.39,0.3582
2011-01-08 22:00:00,1.0,False,6.0,False,1.0,0.12,0.1061,0.36,0.3881
2011-01-08 23:00:00,1.0,False,6.0,False,1.0,0.1,0.0606,0.39,0.4478
2011-01-09 00:00:00,1.0,False,0.0,False,1.0,0.1,0.0758,0.42,0.3881
2011-01-09 01:00:00,1.0,False,0.0,False,1.0,0.1,0.0606,0.42,0.4627
2011-01-09 02:00:00,1.0,False,0.0,False,1.0,0.1,0.0606,0.46,0.4627
2011-01-09 03:00:00,1.0,False,0.0,False,1.0,0.1,0.0758,0.46,0.4179
2011-01-09 04:00:00,1.0,False,0.0,False,1.0,0.08,0.0909,0.53,0.19399999999999998
2011-01-09 05:00:00,1.0,False,0.0,False,1.0,0.08,0.0909,0.53,0.19399999999999998
2011-01-09 06:00:00,1.0,False,0.0,False,1.0,0.1,0.0909,0.49,0.2836
2011-01-09 07:00:00,1.0,False,0.0,False,1.0,0.08,0.0909,0.53,0.19399999999999998
2011-01-09 08:00:00,1.0,False,0.0,False,1.0,0.1,0.0909,0.49,0.2836
2011-01-09 09:00:00,1.0,False,0.0,False,1.0,0.12,0.0758,0.46,0.5224
2011-01-09 10:00:00,1.0,False,0.0,False,1.0,0.14,0.1061,0.43,0.3881
2011-01-09 11:00:00,1.0,False,0.0,False,1.0,0.16,0.1212,0.4,0.5224
2011-01-09 12:00:00,1.0,False,0.0,False,1.0,0.18,0.1364,0.37,0.4478
2011-01-09 13:00:00,1.0,False,0.0,False,1.0,0.2,0.1667,0.34,0.4478
2011-01-09 14:00:00,1.0,False,0.0,False,1.0,0.22,0.1818,0.32,0.4627
2011-01-09 15:00:00,1.0,False,0.0,False,1.0,0.22,0.19699999999999998,0.35,0.3582
2011-01-09 16:00:00,1.0,False,0.0,False,1.0,0.2,0.1667,0.34,0.4478
2011-01-09 17:00:00,1.0,False,0.0,False,1.0,0.18,0.1515,0.37,0.3881
2011-01-09 18:00:00,1.0,False,0.0,False,1.0,0.16,0.1364,0.4,0.3284
2011-01-09 19:00:00,1.0,False,0.0,False,1.0,0.16,0.1364,0.43,0.3284
2011-01-09 20:00:00,1.0,False,0.0,False,1.0,0.14,0.1212,0.46,0.2537
2011-01-09 21:00:00,1.0,False,0.0,False,1.0,0.14,0.1061,0.46,0.4179
2011-01-09 22:00:00,1.0,False,0.0,False,1.0,0.14,0.1212,0.46,0.2985
2011-01-09 23:00:00,1.0,False,0.0,False,1.0,0.12,0.1364,0.5,0.19399999999999998
2011-01-10 00:00:00,1.0,False,1.0,True,1.0,0.12,0.1212,0.5,0.2836
2011-01-10 01:00:00,1.0,False,1.0,True,1.0,0.12,0.1212,0.5,0.2836
2011-01-10 02:00:00,1.0,False,1.0,True,1.0,0.12,0.1212,0.5,0.2239
2011-01-10 03:00:00,1.0,False,1.0,True,1.0,0.12,0.1212,0.5,0.2239
2011-01-10 04:00:00,1.0,False,1.0,True,1.0,0.1,0.1212,0.54,0.1343
2011-01-10 05:00:00,1.0,False,1.0,True,1.0,0.1,0.1061,0.54,0.2537
2011-01-10 06:00:00,1.0,False,1.0,True,1.0,0.12,0.1212,0.5,0.2836
2011-01-10 07:00:00,1.0,False,1.0,True,1.0,0.12,0.1212,0.5,0.2239
2011-01-10 08:00:00,1.0,False,1.0,True,2.0,0.12,0.1212,0.5,0.2836
2011-01-10 09:00:00,1.0,False,1.0,True,2.0,0.14,0.1212,0.5,0.2537
2011-01-10 10:00:00,1.0,False,1.0,True,2.0,0.14,0.1212,0.5,0.2985
2011-01-10 11:00:00,1.0,False,1.0,True,2.0,0.16,0.1364,0.47,0.2836
2011-01-10 12:00:00,1.0,False,1.0,True,2.0,0.2,0.1818,0.4,0.2836
2011-01-10 13:00:00,1.0,False,1.0,True,2.0,0.2,0.1818,0.4,0.2836
2011-01-10 14:00:00,1.0,False,1.0,True,2.0,0.2,0.19699999999999998,0.4,0.2239
2011-01-10 15:00:00,1.0,False,1.0,True,2.0,0.2,0.19699999999999998,0.4,0.2239
2011-01-10 16:00:00,1.0,False,1.0,True,1.0,0.2,0.2121,0.4,0.1343
2011-01-10 17:00:00,1.0,False,1.0,True,1.0,0.2,0.2273,0.4,0.1045
2011-01-10 18:00:00,1.0,False,1.0,True,1.0,0.2,0.19699999999999998,0.4,0.2239
2011-01-10 19:00:00,1.0,False,1.0,True,1.0,0.16,0.1667,0.47,0.1642
2011-01-10 20:00:00,1.0,False,1.0,True,1.0,0.16,0.1667,0.5,0.1642
2011-01-10 21:00:00,1.0,False,1.0,True,1.0,0.14,0.1364,0.59,0.19399999999999998
2011-01-10 22:00:00,1.0,False,1.0,True,1.0,0.14,0.1515,0.59,0.1642
2011-01-10 23:00:00,1.0,False,1.0,True,1.0,0.14,0.1515,0.59,0.1642
2011-01-11 00:00:00,1.0,False,2.0,True,1.0,0.14,0.1667,0.59,0.1045
2011-01-11 01:00:00,1.0,False,2.0,True,1.0,0.14,0.1515,0.59,0.1642
2011-01-11 02:00:00,1.0,False,2.0,True,2.0,0.16,0.1515,0.55,0.19399999999999998
2011-01-11 03:00:00,1.0,False,2.0,True,2.0,0.16,0.1616,0.55,0.17409999999999998
2011-01-11 04:00:00,1.0,False,2.0,True,2.0,0.16,0.1717,0.55,0.1542
2011-01-11 05:00:00,1.0,False,2.0,True,2.0,0.16,0.1818,0.55,0.1343
2011-01-11 06:00:00,1.0,False,2.0,True,2.0,0.16,0.1818,0.55,0.1343
2011-01-11 07:00:00,1.0,False,2.0,True,2.0,0.16,0.2273,0.55,0.0
2011-01-11 08:00:00,1.0,False,2.0,True,2.0,0.18,0.2121,0.51,0.0896
2011-01-11 09:00:00,1.0,False,2.0,True,2.0,0.18,0.19699999999999998,0.51,0.1642
2011-01-11 10:00:00,1.0,False,2.0,True,2.0,0.2,0.2121,0.51,0.1642
2011-01-11 11:00:00,1.0,False,2.0,True,2.0,0.2,0.2121,0.47,0.1343
2011-01-11 12:00:00,1.0,False,2.0,True,2.0,0.2,0.2273,0.51,0.1045
2011-01-11 13:00:00,1.0,False,2.0,True,2.0,0.2,0.2273,0.59,0.0896
2011-01-11 14:00:00,1.0,False,2.0,True,2.0,0.2,0.2273,0.59,0.0896
2011-01-11 15:00:00,1.0,False,2.0,True,2.0,0.16,0.19699999999999998,0.8,0.0896
2011-01-11 16:00:00,1.0,False,2.0,True,2.0,0.16,0.1515,0.86,0.2239
2011-01-11 17:00:00,1.0,False,2.0,True,2.0,0.16,0.1515,0.86,0.2239
2011-01-11 18:00:00,1.0,False,2.0,True,3.0,0.16,0.1818,0.93,0.1045
2011-01-11 19:00:00,1.0,False,2.0,True,3.0,0.16,0.2273,0.93,0.0
2011-01-11 20:00:00,1.0,False,2.0,True,3.0,0.16,0.1515,0.93,0.19399999999999998
2011-01-11 21:00:00,1.0,False,2.0,True,3.0,0.16,0.19699999999999998,0.86,0.0896
2011-01-11 22:00:00,1.0,False,2.0,True,3.0,0.16,0.1818,0.93,0.1045
2011-01-11 23:00:00,1.0,False,2.0,True,3.0,0.16,0.19699999999999998,0.93,0.0896
2011-01-12 00:00:00,1.0,False,3.0,True,2.0,0.16,0.19699999999999998,0.86,0.0896
2011-01-12 01:00:00,1.0,False,3.0,True,2.0,0.16,0.1818,0.86,0.1045
2011-01-12 02:00:00,1.0,False,3.0,True,1.0,0.14,0.1515,0.86,0.1343
2011-01-12 03:00:00,1.0,False,3.0,True,1.0,0.14,0.1515,0.86,0.14426666666666668
2011-01-12 04:00:00,1.0,False,3.0,True,1.0,0.14,0.1515,0.86,0.15423333333333333
2011-01-12 05:00:00,1.0,False,3.0,True,1.0,0.14,0.1515,0.86,0.1642
2011-01-12 06:00:00,1.0,False,3.0,True,1.0,0.12,0.1515,0.93,0.1343
2011-01-12 07:00:00,1.0,False,3.0,True,1.0,0.14,0.1515,0.69,0.1343
2011-01-12 08:00:00,1.0,False,3.0,True,1.0,0.16,0.1667,0.59,0.1642
2011-01-12 09:00:00,1.0,False,3.0,True,1.0,0.16,0.1364,0.59,0.3284
2011-01-12 10:00:00,1.0,False,3.0,True,1.0,0.18,0.1818,0.55,0.2239
2011-01-12 11:00:00,1.0,False,3.0,True,1.0,0.2,0.1818,0.51,0.3881
2011-01-12 12:00:00,1.0,False,3.0,True,1.0,0.2,0.1515,0.47,0.5821
2011-01-12 13:00:00,1.0,False,3.0,True,1.0,0.22,0.19699999999999998,0.44,0.3582
2011-01-12 14:00:00,1.0,False,3.0,True,1.0,0.2,0.1818,0.47,0.3284
2011-01-12 15:00:00,1.0,False,3.0,True,1.0,0.2,0.1667,0.47,0.4179
2011-01-12 16:00:00,1.0,False,3.0,True,1.0,0.22,0.19699999999999998,0.44,0.3284
2011-01-12 17:00:00,1.0,False,3.0,True,1.0,0.2,0.1818,0.47,0.3582
2011-01-12 18:00:00,1.0,False,3.0,True,1.0,0.2,0.1515,0.47,0.5224
2011-01-12 19:00:00,1.0,False,3.0,True,1.0,0.18,0.1515,0.47,0.4179
2011-01-12 20:00:00,1.0,False,3.0,True,1.0,0.16,0.1364,0.5,0.3284
2011-01-12 21:00:00,1.0,False,3.0,True,1.0,0.16,0.1364,0.55,0.3284
2011-01-12 22:00:00,1.0,False,3.0,True,1.0,0.16,0.1212,0.55,0.4478
2011-01-12 23:00:00,1.0,False,3.0,True,1.0,0.14,0.1061,0.59,0.4179
2011-01-13 00:00:00,1.0,False,4.0,True,1.0,0.14,0.1212,0.59,0.2836
2011-01-13 01:00:00,1.0,False,4.0,True,1.0,0.14,0.1212,0.5,0.2836
